,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日,活動代碼
1988,46,滿98231,0,2020/08/01,2021/02/01,
1989,47,綸57482,0,2020/08/01,2021/02/01,
1990,48,諺43999,0,2020/08/01,2021/02/01,
1991,49,銘91789,0,2020/08/01,2021/02/01,
1992,50,享42721,0,2020/08/01,2021/02/01,
1993,51,仁06886,0,2020/08/01,2021/02/01,
1994,52,志73958,0,2020/08/01,2021/02/01,
1995,53,義09555,0,2020/08/01,2021/02/01,
1996,54,維15181,0,2020/08/01,2021/02/01,
1997,55,寶78036,0,2020/08/01,2021/02/01,
1998,56,能38777,0,2020/08/01,2021/02/01,
1999,57,煌86943,0,2020/08/01,2021/02/01,
2000,58,揚40231,0,2020/08/01,2021/02/01,
2001,59,穗47660,0,2020/08/01,2021/02/01, 
2002,60,鈊18953,0,2020/08/01,2021/02/01, 
2003,61,甄05632,0,2020/09/02,2021/03/02, 
2004,62,賓11339,0,2020/10/28,2021/04/28, 
2005,63,宇34087,0,2021/12/11,2022/06/11,
2006,64,貿51262,0,2022/08/16,2023/02/16,
2007,65,峰06741,0,2022/08/15,2023/02/15,
2008,66,智65975,0,2022/11/26,2023/05/26, 
2009,67,珊20911,0,2023/02/26,2023/08/26,
2010,1,儒49238,"1,550",2023/03/24,2023/09/24,
2011,2,君33056,0,2023/05/13,2023/11/13,
2012,3,薏46697,0,2019/05/01,2019/11/01, 
2013,4,男02968,0,2019/06/10,2019/12/10, 
2014,5,文71585,0,2019/06/14,2019/12/14, 
2015,6,錦16765,0,2019/07/23,2020/01/23, 
2016,7,呂17617,0,2019/09/14,2020/03/14, 
2017,8,婷51127,0,2019/10/11,2020/04/11, 
2018,9,真30556,0,2020/07/22,2021/01/22, 
2019,10,青24959,0,2020/08/01,2021/02/01,
2020,11,達11899,0,2020/08/01,2021/02/01,
2021,12,欽49003,0,2020/08/01,2021/02/01, 
2022,13,緯34316,0,2020/08/01,2021/02/01,
2023,14,玉73273,0,2020/08/01,2021/02/01,
2024,15,華34950,0,2020/08/01,2021/02/01,
2025,16,銘28652,0,2020/08/01,2021/02/01,
2026,17,婷56060,0,2020/08/01,2021/02/01,
2027,18,嫥73503,0,2020/08/01,2021/02/01,
2028,19,杰99452,0,2020/08/01,2021/02/01,
2029,20,年95733,0,2020/08/01,2021/02/01,
2030,21,廷43617,0,2020/08/01,2021/02/01,
2031,22,充37912,0,2020/08/01,2021/02/01,
2032,23,璇52475,0,2020/08/01,2021/02/01,
2033,24,宏46555,0,2020/08/01,2021/02/01,
2034,25,皓24821,0,2020/08/01,2021/02/01,
2035,26,慧97419,0,2020/08/01,2021/02/01,
2036,27,衡39683,0,2020/08/01,2021/02/01,
2037,28,勳09125,0,2020/08/01,2021/02/01,
2038,29,宏79020,0,2020/08/01,2021/02/01,
2039,30,佑46879,0,2020/08/01,2021/02/01,
2040,31,毅95355,0,2020/08/01,2021/02/01,
2041,32,如66533,0,2020/08/01,2021/02/01,
2042,33,甫66368,0,2020/08/01,2021/02/01,
2043,34,元34802,0,2020/08/01,2021/02/01,
2044,35,琳00825,0,2020/08/01,2021/02/01,
2045,36,鳴04312,0,2020/08/01,2021/02/01,
2046,37,傑32830,0,2020/08/01,2021/02/01,
2047,38,展90738,0,2020/08/01,2021/02/01,
2048,39,衛57709,0,2020/08/01,2021/02/01,
2049,40,善99782,0,2020/08/01,2021/02/01,
2050,41,遠15729,0,2020/08/01,2021/02/01,
2051,42,涵33051,0,2020/08/01,2021/02/01,
2052,43,文33113,0,2020/08/01,2021/02/01,
2053,44,賜50437,0,2020/08/01,2021/02/01,
2054,45,麟75090,0,2020/08/01,2021/02/01,
2055,46,滿98231,0,2020/08/01,2021/02/01,
2056,47,綸57482,0,2020/08/01,2021/02/01,
2057,48,諺43999,0,2020/08/01,2021/02/01,
2058,49,銘91789,0,2020/08/01,2021/02/01,
2059,50,享42721,0,2020/08/01,2021/02/01,
2060,51,仁06886,0,2020/08/01,2021/02/01,
2061,52,志73958,0,2020/08/01,2021/02/01,
2062,53,義09555,0,2020/08/01,2021/02/01,
2063,54,維15181,0,2020/08/01,2021/02/01,
2064,55,寶78036,0,2020/08/01,2021/02/01,
2065,56,能38777,0,2020/08/01,2021/02/01,
2066,57,煌86943,0,2020/08/01,2021/02/01,
2067,58,揚40231,0,2020/08/01,2021/02/01,
2068,59,穗47660,0,2020/08/01,2021/02/01, 
2069,60,鈊18953,0,2020/08/01,2021/02/01, 
2070,61,甄05632,0,2020/09/02,2021/03/02, 
2071,62,賓11339,0,2020/10/28,2021/04/28, 
2072,63,宇34087,0,2021/12/11,2022/06/11,
2073,64,貿51262,0,2022/08/16,2023/02/16,
2074,65,峰06741,0,2022/08/15,2023/02/15,
2075,66,智65975,0,2022/11/26,2023/05/26, 
2076,67,珊20911,0,2023/02/26,2023/08/26,
2077,1,儒49238,"2,700",2023/03/24,2023/09/24,
2078,2,君33056,0,2023/05/13,2023/11/13,
2079,3,薏46697,0,2019/05/01,2019/11/01, 
2080,4,男02968,0,2019/06/10,2019/12/10, 
2081,5,文71585,0,2019/06/14,2019/12/14, 
2082,6,錦16765,0,2019/07/23,2020/01/23, 
2083,7,呂17617,0,2019/09/14,2020/03/14, 
2084,8,婷51127,0,2019/10/11,2020/04/11, 
2085,9,真30556,0,2020/07/22,2021/01/22, 
2086,10,青24959,0,2020/08/01,2021/02/01,
2087,11,達11899,0,2020/08/01,2021/02/01,
2088,12,欽49003,0,2020/08/01,2021/02/01, 
2089,13,緯34316,0,2020/08/01,2021/02/01,
2090,14,玉73273,0,2020/08/01,2021/02/01,
2091,15,華34950,0,2020/08/01,2021/02/01,
2092,16,銘28652,0,2020/08/01,2021/02/01,
2093,17,婷56060,0,2020/08/01,2021/02/01,
2094,18,嫥73503,0,2020/08/01,2021/02/01,
2095,19,杰99452,0,2020/08/01,2021/02/01,
2096,20,年95733,0,2020/08/01,2021/02/01,
2097,21,廷43617,0,2020/08/01,2021/02/01,
2098,22,充37912,0,2020/08/01,2021/02/01,
2099,23,璇52475,0,2020/08/01,2021/02/01,
2100,24,宏46555,0,2020/08/01,2021/02/01,
2101,25,皓24821,0,2020/08/01,2021/02/01,
2102,26,慧97419,0,2020/08/01,2021/02/01,
2103,27,衡39683,0,2020/08/01,2021/02/01,
2104,28,勳09125,0,2020/08/01,2021/02/01,
2105,29,宏79020,0,2020/08/01,2021/02/01,
2106,30,佑46879,0,2020/08/01,2021/02/01,
2107,31,毅95355,0,2020/08/01,2021/02/01,
2108,32,如66533,0,2020/08/01,2021/02/01,
2109,33,甫66368,0,2020/08/01,2021/02/01,
2110,34,元34802,0,2020/08/01,2021/02/01,
2111,35,琳00825,0,2020/08/01,2021/02/01,
2112,36,鳴04312,0,2020/08/01,2021/02/01,
2113,37,傑32830,0,2020/08/01,2021/02/01,
2114,38,展90738,0,2020/08/01,2021/02/01,
2115,39,衛57709,0,2020/08/01,2021/02/01,
2116,40,善99782,0,2020/08/01,2021/02/01,
2117,41,遠15729,0,2020/08/01,2021/02/01,
2118,42,涵33051,0,2020/08/01,2021/02/01,
2119,43,文33113,0,2020/08/01,2021/02/01,
2120,44,賜50437,0,2020/08/01,2021/02/01,
2121,45,麟75090,0,2020/08/01,2021/02/01,
2122,46,滿98231,0,2020/08/01,2021/02/01,
2123,47,綸57482,0,2020/08/01,2021/02/01,
2124,48,諺43999,0,2020/08/01,2021/02/01,
2125,49,銘91789,0,2020/08/01,2021/02/01,
2126,50,享42721,0,2020/08/01,2021/02/01,
2127,51,仁06886,0,2020/08/01,2021/02/01,
2128,52,志73958,0,2020/08/01,2021/02/01,
2129,53,義09555,0,2020/08/01,2021/02/01,
2130,54,維15181,0,2020/08/01,2021/02/01,
2131,55,寶78036,0,2020/08/01,2021/02/01,
2132,56,能38777,0,2020/08/01,2021/02/01,
2133,57,煌86943,0,2020/08/01,2021/02/01,
2134,58,揚40231,0,2020/08/01,2021/02/01,
2135,59,穗47660,0,2020/08/01,2021/02/01, 
2136,60,鈊18953,0,2020/08/01,2021/02/01, 
2137,61,甄05632,0,2020/09/02,2021/03/02, 
2138,62,賓11339,0,2020/10/28,2021/04/28, 
2139,63,宇34087,0,2021/12/11,2022/06/11,
2140,64,貿51262,0,2022/08/16,2023/02/16,
2141,65,峰06741,0,2022/08/15,2023/02/15,
2142,66,智65975,0,2022/11/26,2023/05/26, 
2143,67,珊20911,0,2023/02/26,2023/08/26,
2144,1,儒49238,960,2023/03/24,2023/09/24,
2145,2,君33056,0,2023/05/13,2023/11/13,
2146,3,薏46697,0,2019/05/01,2019/11/01, 
2147,4,男02968,0,2019/06/10,2019/12/10, 
2148,5,文71585,0,2019/06/14,2019/12/14, 
2149,6,錦16765,0,2019/07/23,2020/01/23, 
2150,7,呂17617,0,2019/09/14,2020/03/14, 
2151,8,婷51127,0,2019/10/11,2020/04/11, 
2152,9,真30556,0,2020/07/22,2021/01/22, 
2153,10,青24959,0,2020/08/01,2021/02/01,
2154,11,達11899,0,2020/08/01,2021/02/01,
2155,12,欽49003,0,2020/08/01,2021/02/01, 
2156,13,緯34316,0,2020/08/01,2021/02/01,
2157,14,玉73273,0,2020/08/01,2021/02/01,
2158,15,華34950,0,2020/08/01,2021/02/01,
2159,16,銘28652,0,2020/08/01,2021/02/01,
2160,17,婷56060,0,2020/08/01,2021/02/01,
2161,18,嫥73503,0,2020/08/01,2021/02/01,
2162,19,杰99452,0,2020/08/01,2021/02/01,
2163,20,年95733,0,2020/08/01,2021/02/01,
2164,21,廷43617,0,2020/08/01,2021/02/01,
2165,22,充37912,0,2020/08/01,2021/02/01,
2166,23,璇52475,0,2020/08/01,2021/02/01,
2167,24,宏46555,0,2020/08/01,2021/02/01,
2168,25,皓24821,0,2020/08/01,2021/02/01,
2169,26,慧97419,0,2020/08/01,2021/02/01,
2170,27,衡39683,0,2020/08/01,2021/02/01,
2171,28,勳09125,0,2020/08/01,2021/02/01,
2172,29,宏79020,0,2020/08/01,2021/02/01,
2173,30,佑46879,0,2020/08/01,2021/02/01,
2174,31,毅95355,0,2020/08/01,2021/02/01,
2175,32,如66533,0,2020/08/01,2021/02/01,
2176,33,甫66368,0,2020/08/01,2021/02/01,
2177,34,元34802,0,2020/08/01,2021/02/01,
2178,35,琳00825,0,2020/08/01,2021/02/01,
2179,36,鳴04312,0,2020/08/01,2021/02/01,
2180,37,傑32830,0,2020/08/01,2021/02/01,
2181,38,展90738,0,2020/08/01,2021/02/01,
2182,39,衛57709,0,2020/08/01,2021/02/01,
2183,40,善99782,0,2020/08/01,2021/02/01,
2184,41,遠15729,0,2020/08/01,2021/02/01,
2185,42,涵33051,0,2020/08/01,2021/02/01,
2186,43,文33113,0,2020/08/01,2021/02/01,
2187,44,賜50437,0,2020/08/01,2021/02/01,
2188,45,麟75090,0,2020/08/01,2021/02/01,
2189,46,滿98231,0,2020/08/01,2021/02/01,
2190,47,綸57482,0,2020/08/01,2021/02/01,
2191,48,諺43999,0,2020/08/01,2021/02/01,
2192,49,銘91789,0,2020/08/01,2021/02/01,
2193,50,享42721,0,2020/08/01,2021/02/01,
2194,51,仁06886,0,2020/08/01,2021/02/01,
2195,52,志73958,0,2020/08/01,2021/02/01,
2196,53,義09555,0,2020/08/01,2021/02/01,
2197,54,維15181,0,2020/08/01,2021/02/01,
2198,55,寶78036,0,2020/08/01,2021/02/01,
2199,56,能38777,0,2020/08/01,2021/02/01,
2200,57,煌86943,0,2020/08/01,2021/02/01,
2201,58,揚40231,0,2020/08/01,2021/02/01,
2202,59,穗47660,0,2020/08/01,2021/02/01, 
2203,60,鈊18953,0,2020/08/01,2021/02/01, 
2204,61,甄05632,0,2020/09/02,2021/03/02, 
2205,62,賓11339,0,2020/10/28,2021/04/28, 
2206,63,宇34087,0,2021/12/11,2022/06/11,
2207,64,貿51262,0,2022/08/16,2023/02/16,
2208,65,峰06741,0,2022/08/15,2023/02/15,
2209,66,智65975,0,2022/11/26,2023/05/26, 
2210,67,珊20911,0,2023/02/26,2023/08/26,
2211,1,儒49238,200,2023/03/24,2023/09/24,
2212,2,君33056,0,2023/05/13,2023/11/13,
2213,3,薏46697,0,2019/05/01,2019/11/01, 
2214,4,男02968,0,2019/06/10,2019/12/10, 
2215,5,文71585,0,2019/06/14,2019/12/14, 
2216,6,錦16765,0,2019/07/23,2020/01/23, 
2217,7,呂17617,0,2019/09/14,2020/03/14, 
2218,8,婷51127,0,2019/10/11,2020/04/11, 
2219,9,真30556,0,2020/07/22,2021/01/22, 
2220,10,青24959,0,2020/08/01,2021/02/01,
2221,11,達11899,0,2020/08/01,2021/02/01,
2222,12,欽49003,0,2020/08/01,2021/02/01, 
2223,13,緯34316,0,2020/08/01,2021/02/01,
2224,14,玉73273,0,2020/08/01,2021/02/01,
2225,15,華34950,0,2020/08/01,2021/02/01,
2226,16,銘28652,0,2020/08/01,2021/02/01,
2227,17,婷56060,0,2020/08/01,2021/02/01,
2228,18,嫥73503,0,2020/08/01,2021/02/01,
2229,19,杰99452,0,2020/08/01,2021/02/01,
2230,20,年95733,0,2020/08/01,2021/02/01,
2231,21,廷43617,0,2020/08/01,2021/02/01,
2232,22,充37912,0,2020/08/01,2021/02/01,
2233,23,璇52475,0,2020/08/01,2021/02/01,
2234,24,宏46555,0,2020/08/01,2021/02/01,
2235,25,皓24821,0,2020/08/01,2021/02/01,
2236,26,慧97419,0,2020/08/01,2021/02/01,
2237,27,衡39683,0,2020/08/01,2021/02/01,
2238,28,勳09125,0,2020/08/01,2021/02/01,
2239,29,宏79020,0,2020/08/01,2021/02/01,
2240,30,佑46879,0,2020/08/01,2021/02/01,
2241,31,毅95355,0,2020/08/01,2021/02/01,
2242,32,如66533,0,2020/08/01,2021/02/01,
2243,33,甫66368,0,2020/08/01,2021/02/01,
2244,34,元34802,0,2020/08/01,2021/02/01,
2245,35,琳00825,0,2020/08/01,2021/02/01,
2246,36,鳴04312,0,2020/08/01,2021/02/01,
2247,37,傑32830,0,2020/08/01,2021/02/01,
2248,38,展90738,0,2020/08/01,2021/02/01,
2249,39,衛57709,0,2020/08/01,2021/02/01,
2250,40,善99782,0,2020/08/01,2021/02/01,
2251,41,遠15729,0,2020/08/01,2021/02/01,
2252,42,涵33051,0,2020/08/01,2021/02/01,
2253,43,文33113,0,2020/08/01,2021/02/01,
2254,44,賜50437,0,2020/08/01,2021/02/01,
2255,45,麟75090,0,2020/08/01,2021/02/01,
2256,46,滿98231,0,2020/08/01,2021/02/01,
2257,47,綸57482,0,2020/08/01,2021/02/01,
2258,48,諺43999,0,2020/08/01,2021/02/01,
2259,49,銘91789,0,2020/08/01,2021/02/01,
2260,50,享42721,0,2020/08/01,2021/02/01,
2261,51,仁06886,0,2020/08/01,2021/02/01,
2262,52,志73958,0,2020/08/01,2021/02/01,
2263,53,義09555,0,2020/08/01,2021/02/01,
2264,54,維15181,0,2020/08/01,2021/02/01,
2265,55,寶78036,0,2020/08/01,2021/02/01,
2266,56,能38777,0,2020/08/01,2021/02/01,
2267,57,煌86943,0,2020/08/01,2021/02/01,
2268,58,揚40231,0,2020/08/01,2021/02/01,
2269,59,穗47660,0,2020/08/01,2021/02/01, 
2270,60,鈊18953,0,2020/08/01,2021/02/01, 
2271,61,甄05632,0,2020/09/02,2021/03/02, 
2272,62,賓11339,0,2020/10/28,2021/04/28, 
2273,63,宇34087,0,2021/12/11,2022/06/11,
2274,64,貿51262,0,2022/08/16,2023/02/16,
2275,65,峰06741,0,2022/08/15,2023/02/15,
2276,66,智65975,0,2022/11/26,2023/05/26, 
2277,67,珊20911,0,2023/02/26,2023/08/26,
2278,1,儒49238,460,2023/03/24,2023/09/24,
2279,2,君33056,0,2023/05/13,2023/11/13,
2280,3,薏46697,0,2019/05/01,2019/11/01, 
2281,4,男02968,0,2019/06/10,2019/12/10, 
2282,5,文71585,0,2019/06/14,2019/12/14, 
2283,6,錦16765,0,2019/07/23,2020/01/23, 
2284,7,呂17617,0,2019/09/14,2020/03/14, 
2285,8,婷51127,0,2019/10/11,2020/04/11, 
2286,9,真30556,0,2020/07/22,2021/01/22, 
2287,10,青24959,0,2020/08/01,2021/02/01,
2288,11,達11899,0,2020/08/01,2021/02/01,
2289,12,欽49003,0,2020/08/01,2021/02/01, 
2290,13,緯34316,0,2020/08/01,2021/02/01,
2291,14,玉73273,0,2020/08/01,2021/02/01,
2292,15,華34950,0,2020/08/01,2021/02/01,
2293,16,銘28652,0,2020/08/01,2021/02/01,
2294,17,婷56060,0,2020/08/01,2021/02/01,
2295,18,嫥73503,0,2020/08/01,2021/02/01,
2296,19,杰99452,0,2020/08/01,2021/02/01,
2297,20,年95733,0,2020/08/01,2021/02/01,
2298,21,廷43617,0,2020/08/01,2021/02/01,
2299,22,充37912,0,2020/08/01,2021/02/01,
2300,23,璇52475,0,2020/08/01,2021/02/01,
2301,24,宏46555,0,2020/08/01,2021/02/01,
2302,25,皓24821,0,2020/08/01,2021/02/01,
2303,26,慧97419,0,2020/08/01,2021/02/01,
2304,27,衡39683,0,2020/08/01,2021/02/01,
2305,28,勳09125,0,2020/08/01,2021/02/01,
2306,29,宏79020,0,2020/08/01,2021/02/01,
2307,30,佑46879,0,2020/08/01,2021/02/01,
2308,31,毅95355,0,2020/08/01,2021/02/01,
2309,32,如66533,0,2020/08/01,2021/02/01,
2310,33,甫66368,0,2020/08/01,2021/02/01,
2311,34,元34802,0,2020/08/01,2021/02/01,
2312,35,琳00825,0,2020/08/01,2021/02/01,
2313,36,鳴04312,0,2020/08/01,2021/02/01,
2314,37,傑32830,0,2020/08/01,2021/02/01,
2315,38,展90738,0,2020/08/01,2021/02/01,
2316,39,衛57709,0,2020/08/01,2021/02/01,
2317,40,善99782,0,2020/08/01,2021/02/01,
2318,41,遠15729,0,2020/08/01,2021/02/01,
2319,42,涵33051,0,2020/08/01,2021/02/01,
2320,43,文33113,0,2020/08/01,2021/02/01,
2321,44,賜50437,0,2020/08/01,2021/02/01,
2322,45,麟75090,0,2020/08/01,2021/02/01,
2323,46,滿98231,0,2020/08/01,2021/02/01,
2324,47,綸57482,0,2020/08/01,2021/02/01,
2325,48,諺43999,0,2020/08/01,2021/02/01,
2326,49,銘91789,0,2020/08/01,2021/02/01,
2327,50,享42721,0,2020/08/01,2021/02/01,
2328,51,仁06886,0,2020/08/01,2021/02/01,
2329,52,志73958,0,2020/08/01,2021/02/01,
2330,53,義09555,0,2020/08/01,2021/02/01,
2331,54,維15181,0,2020/08/01,2021/02/01,
2332,55,寶78036,0,2020/08/01,2021/02/01,
2333,56,能38777,0,2020/08/01,2021/02/01,
2334,57,煌86943,0,2020/08/01,2021/02/01,
2335,58,揚40231,0,2020/08/01,2021/02/01,
2336,59,穗47660,0,2020/08/01,2021/02/01, 
2337,60,鈊18953,0,2020/08/01,2021/02/01, 
2338,61,甄05632,0,2020/09/02,2021/03/02, 
2339,62,賓11339,0,2020/10/28,2021/04/28, 
2340,63,宇34087,0,2021/12/11,2022/06/11,
2341,64,貿51262,0,2022/08/16,2023/02/16,
2342,65,峰06741,0,2022/08/15,2023/02/15,
2343,66,智65975,0,2022/11/26,2023/05/26, 
2344,67,珊20911,0,2023/02/26,2023/08/26,
2345,1,儒49238,200,2023/03/24,2023/09/24,
2346,2,君33056,0,2023/05/13,2023/11/13,
2347,3,薏46697,0,2019/05/01,2019/11/01, 
2348,4,男02968,0,2019/06/10,2019/12/10, 
2349,5,文71585,0,2019/06/14,2019/12/14, 
2350,6,錦16765,0,2019/07/23,2020/01/23, 
2351,7,呂17617,0,2019/09/14,2020/03/14, 
2352,8,婷51127,0,2019/10/11,2020/04/11, 
2353,9,真30556,0,2020/07/22,2021/01/22, 
2354,10,青24959,0,2020/08/01,2021/02/01,
2355,11,達11899,0,2020/08/01,2021/02/01,
2356,12,欽49003,0,2020/08/01,2021/02/01, 
2357,13,緯34316,0,2020/08/01,2021/02/01,
2358,14,玉73273,0,2020/08/01,2021/02/01,
2359,15,華34950,0,2020/08/01,2021/02/01,
2360,16,銘28652,0,2020/08/01,2021/02/01,
2361,17,婷56060,0,2020/08/01,2021/02/01,
2362,18,嫥73503,0,2020/08/01,2021/02/01,
2363,19,杰99452,0,2020/08/01,2021/02/01,
2364,20,年95733,0,2020/08/01,2021/02/01,
2365,21,廷43617,0,2020/08/01,2021/02/01,
2366,22,充37912,0,2020/08/01,2021/02/01,
2367,23,璇52475,0,2020/08/01,2021/02/01,
2368,24,宏46555,0,2020/08/01,2021/02/01,
2369,25,皓24821,0,2020/08/01,2021/02/01,
2370,26,慧97419,0,2020/08/01,2021/02/01,
2371,27,衡39683,0,2020/08/01,2021/02/01,
2372,28,勳09125,0,2020/08/01,2021/02/01,
2373,29,宏79020,0,2020/08/01,2021/02/01,
2374,30,佑46879,0,2020/08/01,2021/02/01,
2375,31,毅95355,0,2020/08/01,2021/02/01,
2376,32,如66533,0,2020/08/01,2021/02/01,
2377,33,甫66368,0,2020/08/01,2021/02/01,
2378,34,元34802,0,2020/08/01,2021/02/01,
2379,35,琳00825,0,2020/08/01,2021/02/01,
2380,36,鳴04312,0,2020/08/01,2021/02/01,
2381,37,傑32830,0,2020/08/01,2021/02/01,
2382,38,展90738,0,2020/08/01,2021/02/01,
2383,39,衛57709,0,2020/08/01,2021/02/01,
2384,40,善99782,0,2020/08/01,2021/02/01,
2385,41,遠15729,0,2020/08/01,2021/02/01,
2386,42,涵33051,0,2020/08/01,2021/02/01,
2387,43,文33113,0,2020/08/01,2021/02/01,
2388,44,賜50437,0,2020/08/01,2021/02/01,
2389,45,麟75090,0,2020/08/01,2021/02/01,
2390,46,滿98231,0,2020/08/01,2021/02/01,
2391,47,綸57482,0,2020/08/01,2021/02/01,
2392,48,諺43999,0,2020/08/01,2021/02/01,
2393,49,銘91789,0,2020/08/01,2021/02/01,
2394,50,享42721,0,2020/08/01,2021/02/01,
2395,51,仁06886,0,2020/08/01,2021/02/01,
2396,52,志73958,0,2020/08/01,2021/02/01,
2397,53,義09555,0,2020/08/01,2021/02/01,
2398,54,維15181,0,2020/08/01,2021/02/01,
2399,55,寶78036,0,2020/08/01,2021/02/01,
2400,56,能38777,0,2020/08/01,2021/02/01,
2401,57,煌86943,0,2020/08/01,2021/02/01,
2402,58,揚40231,0,2020/08/01,2021/02/01,
2403,59,穗47660,0,2020/08/01,2021/02/01, 
2404,60,鈊18953,0,2020/08/01,2021/02/01, 
2405,61,甄05632,0,2020/09/02,2021/03/02, 
2406,62,賓11339,0,2020/10/28,2021/04/28, 
2407,63,宇34087,0,2021/12/11,2022/06/11,
2408,64,貿51262,0,2022/08/16,2023/02/16,
2409,65,峰06741,0,2022/08/15,2023/02/15,
2410,66,智65975,0,2022/11/26,2023/05/26, 
2411,67,珊20911,0,2023/02/26,2023/08/26,
2412,1,儒49238,800,2023/03/24,2023/09/24,
2413,2,君33056,0,2023/05/13,2023/11/13,
2414,3,薏46697,0,2019/05/01,2019/11/01, 
2415,4,男02968,0,2019/06/10,2019/12/10, 
2416,5,文71585,0,2019/06/14,2019/12/14, 
2417,6,錦16765,0,2019/07/23,2020/01/23, 
2418,7,呂17617,0,2019/09/14,2020/03/14, 
2419,8,婷51127,0,2019/10/11,2020/04/11, 
2420,9,真30556,0,2020/07/22,2021/01/22, 
2421,10,青24959,0,2020/08/01,2021/02/01,
2422,11,達11899,0,2020/08/01,2021/02/01,
2423,12,欽49003,0,2020/08/01,2021/02/01, 
2424,13,緯34316,0,2020/08/01,2021/02/01,
2425,14,玉73273,0,2020/08/01,2021/02/01,
2426,15,華34950,0,2020/08/01,2021/02/01,
2427,16,銘28652,0,2020/08/01,2021/02/01,
2428,17,婷56060,0,2020/08/01,2021/02/01,
2429,18,嫥73503,0,2020/08/01,2021/02/01,
2430,19,杰99452,0,2020/08/01,2021/02/01,
2431,20,年95733,0,2020/08/01,2021/02/01,
2432,21,廷43617,0,2020/08/01,2021/02/01,
2433,22,充37912,0,2020/08/01,2021/02/01,
2434,23,璇52475,0,2020/08/01,2021/02/01,
2435,24,宏46555,0,2020/08/01,2021/02/01,
2436,25,皓24821,0,2020/08/01,2021/02/01,
2437,26,慧97419,0,2020/08/01,2021/02/01,
2438,27,衡39683,0,2020/08/01,2021/02/01,
2439,28,勳09125,0,2020/08/01,2021/02/01,
2440,29,宏79020,0,2020/08/01,2021/02/01,
2441,30,佑46879,0,2020/08/01,2021/02/01,
2442,31,毅95355,0,2020/08/01,2021/02/01,
2443,32,如66533,0,2020/08/01,2021/02/01,
2444,33,甫66368,0,2020/08/01,2021/02/01,
2445,34,元34802,0,2020/08/01,2021/02/01,
2446,35,琳00825,0,2020/08/01,2021/02/01,
2447,36,鳴04312,0,2020/08/01,2021/02/01,
2448,37,傑32830,0,2020/08/01,2021/02/01,
2449,38,展90738,0,2020/08/01,2021/02/01,
2450,39,衛57709,0,2020/08/01,2021/02/01,
2451,40,善99782,0,2020/08/01,2021/02/01,
2452,41,遠15729,0,2020/08/01,2021/02/01,
2453,42,涵33051,0,2020/08/01,2021/02/01,
2454,43,文33113,0,2020/08/01,2021/02/01,
2455,44,賜50437,0,2020/08/01,2021/02/01,
2456,45,麟75090,0,2020/08/01,2021/02/01,
2457,46,滿98231,0,2020/08/01,2021/02/01,
2458,47,綸57482,0,2020/08/01,2021/02/01,
2459,48,諺43999,0,2020/08/01,2021/02/01,
2460,49,銘91789,0,2020/08/01,2021/02/01,
2461,50,享42721,0,2020/08/01,2021/02/01,
2462,51,仁06886,0,2020/08/01,2021/02/01,
2463,52,志73958,0,2020/08/01,2021/02/01,
2464,53,義09555,0,2020/08/01,2021/02/01,
2465,54,維15181,0,2020/08/01,2021/02/01,
2466,55,寶78036,0,2020/08/01,2021/02/01,
2467,56,能38777,0,2020/08/01,2021/02/01,
2468,57,煌86943,0,2020/08/01,2021/02/01,
2469,58,揚40231,0,2020/08/01,2021/02/01,
2470,59,穗47660,0,2020/08/01,2021/02/01, 
2471,60,鈊18953,0,2020/08/01,2021/02/01, 
2472,61,甄05632,0,2020/09/02,2021/03/02, 
2473,62,賓11339,0,2020/10/28,2021/04/28, 
2474,63,宇34087,0,2021/12/11,2022/06/11,
2475,64,貿51262,0,2022/08/16,2023/02/16,
2476,65,峰06741,0,2022/08/15,2023/02/15,
2477,66,智65975,0,2022/11/26,2023/05/26, 
2478,67,珊20911,0,2023/02/26,2023/08/26,
2479,1,儒49238,"1,400",2023/03/24,2023/09/24,
2480,2,君33056,0,2023/05/13,2023/11/13,
2481,3,薏46697,0,2019/05/01,2019/11/01, 
2482,4,男02968,0,2019/06/10,2019/12/10, 
2483,5,文71585,0,2019/06/14,2019/12/14, 
2484,6,錦16765,0,2019/07/23,2020/01/23, 
2485,7,呂17617,0,2019/09/14,2020/03/14, 
2486,8,婷51127,0,2019/10/11,2020/04/11, 
2487,9,真30556,0,2020/07/22,2021/01/22, 
2488,10,青24959,0,2020/08/01,2021/02/01,
2489,11,達11899,0,2020/08/01,2021/02/01,
2490,12,欽49003,0,2020/08/01,2021/02/01, 
2491,13,緯34316,0,2020/08/01,2021/02/01,
2492,14,玉73273,0,2020/08/01,2021/02/01,
2493,15,華34950,0,2020/08/01,2021/02/01,
2494,16,銘28652,0,2020/08/01,2021/02/01,
2495,17,婷56060,0,2020/08/01,2021/02/01,
2496,18,嫥73503,0,2020/08/01,2021/02/01,
2497,19,杰99452,0,2020/08/01,2021/02/01,
2498,20,年95733,0,2020/08/01,2021/02/01,
2499,21,廷43617,0,2020/08/01,2021/02/01,
2500,22,充37912,0,2020/08/01,2021/02/01,
2501,23,璇52475,0,2020/08/01,2021/02/01,
2502,24,宏46555,0,2020/08/01,2021/02/01,
2503,25,皓24821,0,2020/08/01,2021/02/01,
2504,26,慧97419,0,2020/08/01,2021/02/01,
