,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日,活動代碼
3203,55,寶78036,0,2020/08/01,2021/02/01,
3204,56,能38777,0,2020/08/01,2021/02/01,
3205,57,煌86943,0,2020/08/01,2021/02/01,
3206,58,揚40231,0,2020/08/01,2021/02/01,
3207,59,穗47660,0,2020/08/01,2021/02/01, 
3208,60,鈊18953,0,2020/08/01,2021/02/01, 
3209,61,甄05632,0,2020/09/02,2021/03/02, 
3210,62,賓11339,0,2020/10/28,2021/04/28, 
3211,63,宇34087,0,2021/12/11,2022/06/11,
3212,64,貿51262,0,2022/08/16,2023/02/16,
3213,65,峰06741,0,2022/08/15,2023/02/15,
3214,66,智65975,0,2022/11/26,2023/05/26, 
3215,67,珊20911,0,2023/02/26,2023/08/26,
3216,1,儒49238,"1,480",2023/03/24,2023/09/24,
3217,2,君33056,0,2023/05/13,2023/11/13,
3218,3,薏46697,0,2019/05/01,2019/11/01, 
3219,4,男02968,0,2019/06/10,2019/12/10, 
3220,5,文71585,0,2019/06/14,2019/12/14, 
3221,6,錦16765,0,2019/07/23,2020/01/23, 
3222,7,呂17617,0,2019/09/14,2020/03/14, 
3223,8,婷51127,0,2019/10/11,2020/04/11, 
3224,9,真30556,0,2020/07/22,2021/01/22, 
3225,10,青24959,0,2020/08/01,2021/02/01,
3226,11,達11899,0,2020/08/01,2021/02/01,
3227,12,欽49003,0,2020/08/01,2021/02/01, 
3228,13,緯34316,0,2020/08/01,2021/02/01,
3229,14,玉73273,0,2020/08/01,2021/02/01,
3230,15,華34950,0,2020/08/01,2021/02/01,
3231,16,銘28652,0,2020/08/01,2021/02/01,
3232,17,婷56060,0,2020/08/01,2021/02/01,
3233,18,嫥73503,0,2020/08/01,2021/02/01,
3234,19,杰99452,0,2020/08/01,2021/02/01,
3235,20,年95733,0,2020/08/01,2021/02/01,
3236,21,廷43617,0,2020/08/01,2021/02/01,
3237,22,充37912,0,2020/08/01,2021/02/01,
3238,23,璇52475,0,2020/08/01,2021/02/01,
3239,24,宏46555,0,2020/08/01,2021/02/01,
3240,25,皓24821,0,2020/08/01,2021/02/01,
3241,26,慧97419,0,2020/08/01,2021/02/01,
3242,27,衡39683,0,2020/08/01,2021/02/01,
3243,28,勳09125,0,2020/08/01,2021/02/01,
3244,29,宏79020,0,2020/08/01,2021/02/01,
3245,30,佑46879,0,2020/08/01,2021/02/01,
3246,31,毅95355,0,2020/08/01,2021/02/01,
3247,32,如66533,0,2020/08/01,2021/02/01,
3248,33,甫66368,0,2020/08/01,2021/02/01,
3249,34,元34802,0,2020/08/01,2021/02/01,
3250,35,琳00825,0,2020/08/01,2021/02/01,
3251,36,鳴04312,0,2020/08/01,2021/02/01,
3252,37,傑32830,0,2020/08/01,2021/02/01,
3253,38,展90738,0,2020/08/01,2021/02/01,
3254,39,衛57709,0,2020/08/01,2021/02/01,
3255,40,善99782,0,2020/08/01,2021/02/01,
3256,41,遠15729,0,2020/08/01,2021/02/01,
3257,42,涵33051,0,2020/08/01,2021/02/01,
3258,43,文33113,0,2020/08/01,2021/02/01,
3259,44,賜50437,0,2020/08/01,2021/02/01,
3260,45,麟75090,0,2020/08/01,2021/02/01,
3261,46,滿98231,0,2020/08/01,2021/02/01,
3262,47,綸57482,0,2020/08/01,2021/02/01,
3263,48,諺43999,0,2020/08/01,2021/02/01,
3264,49,銘91789,0,2020/08/01,2021/02/01,
3265,50,享42721,0,2020/08/01,2021/02/01,
3266,51,仁06886,0,2020/08/01,2021/02/01,
3267,52,志73958,0,2020/08/01,2021/02/01,
3268,53,義09555,0,2020/08/01,2021/02/01,
3269,54,維15181,0,2020/08/01,2021/02/01,
3270,55,寶78036,0,2020/08/01,2021/02/01,
3271,56,能38777,0,2020/08/01,2021/02/01,
3272,57,煌86943,0,2020/08/01,2021/02/01,
3273,58,揚40231,0,2020/08/01,2021/02/01,
3274,59,穗47660,0,2020/08/01,2021/02/01, 
3275,60,鈊18953,0,2020/08/01,2021/02/01, 
3276,61,甄05632,0,2020/09/02,2021/03/02, 
3277,62,賓11339,0,2020/10/28,2021/04/28, 
3278,63,宇34087,0,2021/12/11,2022/06/11,
3279,64,貿51262,0,2022/08/16,2023/02/16,
3280,65,峰06741,0,2022/08/15,2023/02/15,
3281,66,智65975,0,2022/11/26,2023/05/26, 
3282,67,珊20911,0,2023/02/26,2023/08/26,
3283,1,儒49238,900,2023/03/24,2023/09/24,
3284,2,君33056,0,2023/05/13,2023/11/13,
3285,3,薏46697,0,2019/05/01,2019/11/01, 
3286,4,男02968,0,2019/06/10,2019/12/10, 
3287,5,文71585,0,2019/06/14,2019/12/14, 
3288,6,錦16765,0,2019/07/23,2020/01/23, 
3289,7,呂17617,0,2019/09/14,2020/03/14, 
3290,8,婷51127,0,2019/10/11,2020/04/11, 
3291,9,真30556,0,2020/07/22,2021/01/22, 
3292,10,青24959,0,2020/08/01,2021/02/01,
3293,11,達11899,0,2020/08/01,2021/02/01,
3294,12,欽49003,0,2020/08/01,2021/02/01, 
3295,13,緯34316,0,2020/08/01,2021/02/01,
3296,14,玉73273,0,2020/08/01,2021/02/01,
3297,15,華34950,0,2020/08/01,2021/02/01,
3298,16,銘28652,0,2020/08/01,2021/02/01,
3299,17,婷56060,0,2020/08/01,2021/02/01,
3300,18,嫥73503,0,2020/08/01,2021/02/01,
3301,19,杰99452,0,2020/08/01,2021/02/01,
3302,20,年95733,0,2020/08/01,2021/02/01,
3303,21,廷43617,0,2020/08/01,2021/02/01,
3304,22,充37912,0,2020/08/01,2021/02/01,
3305,23,璇52475,0,2020/08/01,2021/02/01,
3306,24,宏46555,0,2020/08/01,2021/02/01,
3307,25,皓24821,0,2020/08/01,2021/02/01,
3308,26,慧97419,0,2020/08/01,2021/02/01,
3309,27,衡39683,0,2020/08/01,2021/02/01,
3310,28,勳09125,0,2020/08/01,2021/02/01,
3311,29,宏79020,0,2020/08/01,2021/02/01,
3312,30,佑46879,0,2020/08/01,2021/02/01,
3313,31,毅95355,0,2020/08/01,2021/02/01,
3314,32,如66533,0,2020/08/01,2021/02/01,
3315,33,甫66368,0,2020/08/01,2021/02/01,
3316,34,元34802,0,2020/08/01,2021/02/01,
3317,35,琳00825,0,2020/08/01,2021/02/01,
3318,36,鳴04312,0,2020/08/01,2021/02/01,
3319,37,傑32830,0,2020/08/01,2021/02/01,
3320,38,展90738,0,2020/08/01,2021/02/01,
3321,39,衛57709,0,2020/08/01,2021/02/01,
3322,40,善99782,0,2020/08/01,2021/02/01,
3323,41,遠15729,0,2020/08/01,2021/02/01,
3324,42,涵33051,0,2020/08/01,2021/02/01,
3325,43,文33113,0,2020/08/01,2021/02/01,
3326,44,賜50437,0,2020/08/01,2021/02/01,
3327,45,麟75090,0,2020/08/01,2021/02/01,
3328,46,滿98231,0,2020/08/01,2021/02/01,
3329,47,綸57482,0,2020/08/01,2021/02/01,
3330,48,諺43999,0,2020/08/01,2021/02/01,
3331,49,銘91789,0,2020/08/01,2021/02/01,
3332,50,享42721,0,2020/08/01,2021/02/01,
3333,51,仁06886,0,2020/08/01,2021/02/01,
3334,52,志73958,0,2020/08/01,2021/02/01,
3335,53,義09555,0,2020/08/01,2021/02/01,
3336,54,維15181,0,2020/08/01,2021/02/01,
3337,55,寶78036,0,2020/08/01,2021/02/01,
3338,56,能38777,0,2020/08/01,2021/02/01,
3339,57,煌86943,0,2020/08/01,2021/02/01,
3340,58,揚40231,0,2020/08/01,2021/02/01,
3341,59,穗47660,0,2020/08/01,2021/02/01, 
3342,60,鈊18953,0,2020/08/01,2021/02/01, 
3343,61,甄05632,0,2020/09/02,2021/03/02, 
3344,62,賓11339,0,2020/10/28,2021/04/28, 
3345,63,宇34087,0,2021/12/11,2022/06/11,
3346,64,貿51262,0,2022/08/16,2023/02/16,
3347,65,峰06741,0,2022/08/15,2023/02/15,
3348,66,智65975,0,2022/11/26,2023/05/26, 
3349,67,珊20911,0,2023/02/26,2023/08/26,
3350,1,儒49238,950,2023/03/24,2023/09/24,
3351,2,君33056,0,2023/05/13,2023/11/13,
3352,3,薏46697,0,2019/05/01,2019/11/01, 
3353,4,男02968,0,2019/06/10,2019/12/10, 
3354,5,文71585,0,2019/06/14,2019/12/14, 
3355,6,錦16765,0,2019/07/23,2020/01/23, 
3356,7,呂17617,0,2019/09/14,2020/03/14, 
3357,8,婷51127,0,2019/10/11,2020/04/11, 
3358,9,真30556,0,2020/07/22,2021/01/22, 
3359,10,青24959,0,2020/08/01,2021/02/01,
3360,11,達11899,0,2020/08/01,2021/02/01,
3361,12,欽49003,0,2020/08/01,2021/02/01, 
3362,13,緯34316,0,2020/08/01,2021/02/01,
3363,14,玉73273,0,2020/08/01,2021/02/01,
3364,15,華34950,0,2020/08/01,2021/02/01,
3365,16,銘28652,0,2020/08/01,2021/02/01,
3366,17,婷56060,0,2020/08/01,2021/02/01,
3367,18,嫥73503,0,2020/08/01,2021/02/01,
3368,19,杰99452,0,2020/08/01,2021/02/01,
3369,20,年95733,0,2020/08/01,2021/02/01,
3370,21,廷43617,0,2020/08/01,2021/02/01,
3371,22,充37912,0,2020/08/01,2021/02/01,
3372,23,璇52475,0,2020/08/01,2021/02/01,
3373,24,宏46555,0,2020/08/01,2021/02/01,
3374,25,皓24821,0,2020/08/01,2021/02/01,
3375,26,慧97419,0,2020/08/01,2021/02/01,
3376,27,衡39683,0,2020/08/01,2021/02/01,
3377,28,勳09125,0,2020/08/01,2021/02/01,
3378,29,宏79020,0,2020/08/01,2021/02/01,
3379,30,佑46879,0,2020/08/01,2021/02/01,
3380,31,毅95355,0,2020/08/01,2021/02/01,
3381,32,如66533,0,2020/08/01,2021/02/01,
3382,33,甫66368,0,2020/08/01,2021/02/01,
3383,34,元34802,0,2020/08/01,2021/02/01,
3384,35,琳00825,0,2020/08/01,2021/02/01,
3385,36,鳴04312,0,2020/08/01,2021/02/01,
3386,37,傑32830,0,2020/08/01,2021/02/01,
3387,38,展90738,0,2020/08/01,2021/02/01,
3388,39,衛57709,0,2020/08/01,2021/02/01,
3389,40,善99782,0,2020/08/01,2021/02/01,
3390,41,遠15729,0,2020/08/01,2021/02/01,
3391,42,涵33051,0,2020/08/01,2021/02/01,
3392,43,文33113,0,2020/08/01,2021/02/01,
3393,44,賜50437,0,2020/08/01,2021/02/01,
3394,45,麟75090,0,2020/08/01,2021/02/01,
3395,46,滿98231,0,2020/08/01,2021/02/01,
3396,47,綸57482,0,2020/08/01,2021/02/01,
3397,48,諺43999,0,2020/08/01,2021/02/01,
3398,49,銘91789,0,2020/08/01,2021/02/01,
3399,50,享42721,0,2020/08/01,2021/02/01,
3400,51,仁06886,0,2020/08/01,2021/02/01,
3401,52,志73958,0,2020/08/01,2021/02/01,
3402,53,義09555,0,2020/08/01,2021/02/01,
3403,54,維15181,0,2020/08/01,2021/02/01,
3404,55,寶78036,0,2020/08/01,2021/02/01,
3405,56,能38777,0,2020/08/01,2021/02/01,
3406,57,煌86943,0,2020/08/01,2021/02/01,
3407,58,揚40231,0,2020/08/01,2021/02/01,
3408,59,穗47660,0,2020/08/01,2021/02/01, 
3409,60,鈊18953,0,2020/08/01,2021/02/01, 
3410,61,甄05632,0,2020/09/02,2021/03/02, 
3411,62,賓11339,0,2020/10/28,2021/04/28, 
3412,63,宇34087,0,2021/12/11,2022/06/11,
3413,64,貿51262,0,2022/08/16,2023/02/16,
3414,65,峰06741,0,2022/08/15,2023/02/15,
3415,66,智65975,0,2022/11/26,2023/05/26, 
3416,67,珊20911,0,2023/02/26,2023/08/26,
3417,1,儒49238,"1,520",2023/03/24,2023/09/24,
3418,2,錦16765,300,2019/07/23,2020/01/23, 
3419,3,呂17617,0,2019/09/14,2020/03/14, 
3420,4,婷51127,0,2019/10/11,2020/04/11, 
3421,5,真30556,0,2020/07/22,2021/01/22, 
3422,6,青24959,0,2020/08/01,2021/02/01,
3423,7,達11899,0,2020/08/01,2021/02/01,
3424,8,欽49003,0,2020/08/01,2021/02/01, 
3425,9,緯34316,0,2020/08/01,2021/02/01,
3426,10,玉73273,0,2020/08/01,2021/02/01,
3427,11,華34950,0,2020/08/01,2021/02/01,
3428,12,銘28652,0,2020/08/01,2021/02/01,
3429,13,婷56060,0,2020/08/01,2021/02/01,
3430,14,嫥73503,0,2020/08/01,2021/02/01,
3431,15,杰99452,0,2020/08/01,2021/02/01,
3432,16,年95733,0,2020/08/01,2021/02/01,
3433,17,廷43617,0,2020/08/01,2021/02/01,
3434,18,充37912,0,2020/08/01,2021/02/01,
3435,19,璇52475,0,2020/08/01,2021/02/01,
3436,20,宏46555,0,2020/08/01,2021/02/01,
3437,21,皓24821,0,2020/08/01,2021/02/01,
3438,22,慧97419,0,2020/08/01,2021/02/01,
3439,23,衡39683,0,2020/08/01,2021/02/01,
3440,24,勳09125,0,2020/08/01,2021/02/01,
3441,25,宏79020,0,2020/08/01,2021/02/01,
3442,26,佑46879,0,2020/08/01,2021/02/01,
3443,27,毅95355,0,2020/08/01,2021/02/01,
3444,28,如66533,0,2020/08/01,2021/02/01,
3445,29,甫66368,0,2020/08/01,2021/02/01,
3446,30,元34802,0,2020/08/01,2021/02/01,
3447,31,琳00825,0,2020/08/01,2021/02/01,
3448,32,鳴04312,0,2020/08/01,2021/02/01,
3449,33,傑32830,0,2020/08/01,2021/02/01,
3450,34,展90738,0,2020/08/01,2021/02/01,
3451,35,衛57709,0,2020/08/01,2021/02/01,
3452,36,善99782,0,2020/08/01,2021/02/01,
3453,37,遠15729,0,2020/08/01,2021/02/01,
3454,38,涵33051,0,2020/08/01,2021/02/01,
3455,39,文33113,0,2020/08/01,2021/02/01,
3456,40,賜50437,0,2020/08/01,2021/02/01,
3457,41,麟75090,0,2020/08/01,2021/02/01,
3458,42,滿98231,0,2020/08/01,2021/02/01,
3459,43,綸57482,0,2020/08/01,2021/02/01,
3460,44,諺43999,0,2020/08/01,2021/02/01,
3461,45,銘91789,0,2020/08/01,2021/02/01,
3462,46,享42721,0,2020/08/01,2021/02/01,
3463,47,仁06886,0,2020/08/01,2021/02/01,
3464,48,志73958,0,2020/08/01,2021/02/01,
3465,49,義09555,0,2020/08/01,2021/02/01,
3466,50,維15181,0,2020/08/01,2021/02/01,
3467,51,寶78036,0,2020/08/01,2021/02/01,
3468,52,能38777,0,2020/08/01,2021/02/01,
3469,53,煌86943,0,2020/08/01,2021/02/01,
3470,54,揚40231,0,2020/08/01,2021/02/01,
3471,55,穗47660,0,2020/08/01,2021/02/01, 
3472,56,鈊18953,0,2020/08/01,2021/02/01, 
3473,57,甄05632,0,2020/09/02,2021/03/02, 
3474,58,賓11339,0,2020/10/28,2021/04/28, 
3475,59,宇34087,0,2021/12/11,2022/06/11,
3476,60,貿51262,0,2022/08/16,2023/02/16,
3477,61,峰06741,0,2022/08/15,2023/02/15,
3478,62,智65975,0,2022/11/26,2023/05/26, 
3479,63,珊20911,0,2023/02/26,2023/08/26,
3480,64,君33056,0,2023/05/13,2023/11/13,
3481,65,薏46697,0,2019/05/01,2019/11/01, 
3482,66,男02968,0,2019/06/10,2019/12/10, 
3483,67,文71585,0,2019/06/14,2019/12/14, 
3484,1,儒49238,"2,120",2023/03/24,2023/09/24,
3485,2,錦16765,500,2019/07/23,2020/01/23, 
3486,3,呂17617,0,2019/09/14,2020/03/14, 
3487,4,婷51127,0,2019/10/11,2020/04/11, 
3488,5,真30556,0,2020/07/22,2021/01/22, 
3489,6,青24959,0,2020/08/01,2021/02/01,
3490,7,達11899,0,2020/08/01,2021/02/01,
3491,8,欽49003,0,2020/08/01,2021/02/01, 
3492,9,緯34316,0,2020/08/01,2021/02/01,
3493,10,玉73273,0,2020/08/01,2021/02/01,
3494,11,華34950,0,2020/08/01,2021/02/01,
3495,12,銘28652,0,2020/08/01,2021/02/01,
3496,13,婷56060,0,2020/08/01,2021/02/01,
3497,14,嫥73503,0,2020/08/01,2021/02/01,
3498,15,杰99452,0,2020/08/01,2021/02/01,
3499,16,年95733,0,2020/08/01,2021/02/01,
3500,17,廷43617,0,2020/08/01,2021/02/01,
3501,18,充37912,0,2020/08/01,2021/02/01,
3502,19,璇52475,0,2020/08/01,2021/02/01,
3503,20,宏46555,0,2020/08/01,2021/02/01,
3504,21,皓24821,0,2020/08/01,2021/02/01,
3505,22,慧97419,0,2020/08/01,2021/02/01,
3506,23,衡39683,0,2020/08/01,2021/02/01,
3507,24,勳09125,0,2020/08/01,2021/02/01,
3508,25,宏79020,0,2020/08/01,2021/02/01,
3509,26,佑46879,0,2020/08/01,2021/02/01,
3510,27,毅95355,0,2020/08/01,2021/02/01,
3511,28,如66533,0,2020/08/01,2021/02/01,
3512,29,甫66368,0,2020/08/01,2021/02/01,
3513,30,元34802,0,2020/08/01,2021/02/01,
3514,31,琳00825,0,2020/08/01,2021/02/01,
3515,32,鳴04312,0,2020/08/01,2021/02/01,
3516,33,傑32830,0,2020/08/01,2021/02/01,
3517,34,展90738,0,2020/08/01,2021/02/01,
3518,35,衛57709,0,2020/08/01,2021/02/01,
3519,36,善99782,0,2020/08/01,2021/02/01,
3520,37,遠15729,0,2020/08/01,2021/02/01,
3521,38,涵33051,0,2020/08/01,2021/02/01,
3522,39,文33113,0,2020/08/01,2021/02/01,
3523,40,賜50437,0,2020/08/01,2021/02/01,
3524,41,麟75090,0,2020/08/01,2021/02/01,
3525,42,滿98231,0,2020/08/01,2021/02/01,
3526,43,綸57482,0,2020/08/01,2021/02/01,
3527,44,諺43999,0,2020/08/01,2021/02/01,
3528,45,銘91789,0,2020/08/01,2021/02/01,
3529,46,享42721,0,2020/08/01,2021/02/01,
3530,47,仁06886,0,2020/08/01,2021/02/01,
3531,48,志73958,0,2020/08/01,2021/02/01,
3532,49,義09555,0,2020/08/01,2021/02/01,
3533,50,維15181,0,2020/08/01,2021/02/01,
3534,51,寶78036,0,2020/08/01,2021/02/01,
3535,52,能38777,0,2020/08/01,2021/02/01,
3536,53,煌86943,0,2020/08/01,2021/02/01,
3537,54,揚40231,0,2020/08/01,2021/02/01,
3538,55,穗47660,0,2020/08/01,2021/02/01, 
3539,56,鈊18953,0,2020/08/01,2021/02/01, 
3540,57,甄05632,0,2020/09/02,2021/03/02, 
3541,58,賓11339,0,2020/10/28,2021/04/28, 
3542,59,宇34087,0,2021/12/11,2022/06/11,
3543,60,貿51262,0,2022/08/16,2023/02/16,
3544,61,峰06741,0,2022/08/15,2023/02/15,
3545,62,智65975,0,2022/11/26,2023/05/26, 
3546,63,珊20911,0,2023/02/26,2023/08/26,
3547,64,君33056,0,2023/05/13,2023/11/13,
3548,65,薏46697,0,2019/05/01,2019/11/01, 
3549,66,男02968,0,2019/06/10,2019/12/10, 
3550,67,文71585,0,2019/06/14,2019/12/14, 
3551,1,儒49238,620,2023/03/24,2023/09/24,
3552,2,君33056,0,2023/05/13,2023/11/13,
3553,3,薏46697,0,2019/05/01,2019/11/01, 
3554,4,男02968,0,2019/06/10,2019/12/10, 
3555,5,文71585,0,2019/06/14,2019/12/14, 
3556,6,錦16765,0,2019/07/23,2020/01/23, 
3557,7,呂17617,0,2019/09/14,2020/03/14, 
3558,8,婷51127,0,2019/10/11,2020/04/11, 
3559,9,真30556,0,2020/07/22,2021/01/22, 
3560,10,青24959,0,2020/08/01,2021/02/01,
3561,11,達11899,0,2020/08/01,2021/02/01,
3562,12,欽49003,0,2020/08/01,2021/02/01, 
3563,13,緯34316,0,2020/08/01,2021/02/01,
3564,14,玉73273,0,2020/08/01,2021/02/01,
3565,15,華34950,0,2020/08/01,2021/02/01,
3566,16,銘28652,0,2020/08/01,2021/02/01,
3567,17,婷56060,0,2020/08/01,2021/02/01,
3568,18,嫥73503,0,2020/08/01,2021/02/01,
3569,19,杰99452,0,2020/08/01,2021/02/01,
3570,20,年95733,0,2020/08/01,2021/02/01,
3571,21,廷43617,0,2020/08/01,2021/02/01,
3572,22,充37912,0,2020/08/01,2021/02/01,
3573,23,璇52475,0,2020/08/01,2021/02/01,
3574,24,宏46555,0,2020/08/01,2021/02/01,
3575,25,皓24821,0,2020/08/01,2021/02/01,
3576,26,慧97419,0,2020/08/01,2021/02/01,
3577,27,衡39683,0,2020/08/01,2021/02/01,
3578,28,勳09125,0,2020/08/01,2021/02/01,
3579,29,宏79020,0,2020/08/01,2021/02/01,
3580,30,佑46879,0,2020/08/01,2021/02/01,
3581,31,毅95355,0,2020/08/01,2021/02/01,
3582,32,如66533,0,2020/08/01,2021/02/01,
3583,33,甫66368,0,2020/08/01,2021/02/01,
3584,34,元34802,0,2020/08/01,2021/02/01,
3585,35,琳00825,0,2020/08/01,2021/02/01,
3586,36,鳴04312,0,2020/08/01,2021/02/01,
3587,37,傑32830,0,2020/08/01,2021/02/01,
3588,38,展90738,0,2020/08/01,2021/02/01,
3589,39,衛57709,0,2020/08/01,2021/02/01,
3590,40,善99782,0,2020/08/01,2021/02/01,
3591,41,遠15729,0,2020/08/01,2021/02/01,
3592,42,涵33051,0,2020/08/01,2021/02/01,
3593,43,文33113,0,2020/08/01,2021/02/01,
3594,44,賜50437,0,2020/08/01,2021/02/01,
3595,45,麟75090,0,2020/08/01,2021/02/01,
3596,46,滿98231,0,2020/08/01,2021/02/01,
3597,47,綸57482,0,2020/08/01,2021/02/01,
3598,48,諺43999,0,2020/08/01,2021/02/01,
3599,49,銘91789,0,2020/08/01,2021/02/01,
3600,50,享42721,0,2020/08/01,2021/02/01,
3601,51,仁06886,0,2020/08/01,2021/02/01,
3602,52,志73958,0,2020/08/01,2021/02/01,
3603,53,義09555,0,2020/08/01,2021/02/01,
3604,54,維15181,0,2020/08/01,2021/02/01,
3605,55,寶78036,0,2020/08/01,2021/02/01,
3606,56,能38777,0,2020/08/01,2021/02/01,
3607,57,煌86943,0,2020/08/01,2021/02/01,
3608,58,揚40231,0,2020/08/01,2021/02/01,
3609,59,穗47660,0,2020/08/01,2021/02/01, 
3610,60,鈊18953,0,2020/08/01,2021/02/01, 
3611,61,甄05632,0,2020/09/02,2021/03/02, 
3612,62,賓11339,0,2020/10/28,2021/04/28, 
3613,63,宇34087,0,2021/12/11,2022/06/11,
3614,64,貿51262,0,2022/08/16,2023/02/16,
3615,65,峰06741,0,2022/08/15,2023/02/15,
3616,66,智65975,0,2022/11/26,2023/05/26, 
3617,67,珊20911,0,2023/02/26,2023/08/26,
3618,1,儒49238,700,2023/03/24,2023/09/24,
3619,2,君33056,0,2023/05/13,2023/11/13,
3620,3,薏46697,0,2019/05/01,2019/11/01, 
3621,4,男02968,0,2019/06/10,2019/12/10, 
3622,5,文71585,0,2019/06/14,2019/12/14, 
3623,6,錦16765,0,2019/07/23,2020/01/23, 
3624,7,呂17617,0,2019/09/14,2020/03/14, 
3625,8,婷51127,0,2019/10/11,2020/04/11, 
3626,9,真30556,0,2020/07/22,2021/01/22, 
3627,10,青24959,0,2020/08/01,2021/02/01,
3628,11,達11899,0,2020/08/01,2021/02/01,
3629,12,欽49003,0,2020/08/01,2021/02/01, 
3630,13,緯34316,0,2020/08/01,2021/02/01,
3631,14,玉73273,0,2020/08/01,2021/02/01,
3632,15,華34950,0,2020/08/01,2021/02/01,
3633,16,銘28652,0,2020/08/01,2021/02/01,
3634,17,婷56060,0,2020/08/01,2021/02/01,
3635,18,嫥73503,0,2020/08/01,2021/02/01,
3636,19,杰99452,0,2020/08/01,2021/02/01,
3637,20,年95733,0,2020/08/01,2021/02/01,
3638,21,廷43617,0,2020/08/01,2021/02/01,
3639,22,充37912,0,2020/08/01,2021/02/01,
3640,23,璇52475,0,2020/08/01,2021/02/01,
3641,24,宏46555,0,2020/08/01,2021/02/01,
3642,25,皓24821,0,2020/08/01,2021/02/01,
3643,26,慧97419,0,2020/08/01,2021/02/01,
3644,27,衡39683,0,2020/08/01,2021/02/01,
3645,28,勳09125,0,2020/08/01,2021/02/01,
3646,29,宏79020,0,2020/08/01,2021/02/01,
3647,30,佑46879,0,2020/08/01,2021/02/01,
3648,31,毅95355,0,2020/08/01,2021/02/01,
3649,32,如66533,0,2020/08/01,2021/02/01,
3650,33,甫66368,0,2020/08/01,2021/02/01,
3651,34,元34802,0,2020/08/01,2021/02/01,
3652,35,琳00825,0,2020/08/01,2021/02/01,
3653,36,鳴04312,0,2020/08/01,2021/02/01,
3654,37,傑32830,0,2020/08/01,2021/02/01,
3655,38,展90738,0,2020/08/01,2021/02/01,
3656,39,衛57709,0,2020/08/01,2021/02/01,
3657,40,善99782,0,2020/08/01,2021/02/01,
3658,41,遠15729,0,2020/08/01,2021/02/01,
3659,42,涵33051,0,2020/08/01,2021/02/01,
3660,43,文33113,0,2020/08/01,2021/02/01,
3661,44,賜50437,0,2020/08/01,2021/02/01,
3662,45,麟75090,0,2020/08/01,2021/02/01,
3663,46,滿98231,0,2020/08/01,2021/02/01,
3664,47,綸57482,0,2020/08/01,2021/02/01,
3665,48,諺43999,0,2020/08/01,2021/02/01,
3666,49,銘91789,0,2020/08/01,2021/02/01,
3667,50,享42721,0,2020/08/01,2021/02/01,
3668,51,仁06886,0,2020/08/01,2021/02/01,
3669,52,志73958,0,2020/08/01,2021/02/01,
3670,53,義09555,0,2020/08/01,2021/02/01,
3671,54,維15181,0,2020/08/01,2021/02/01,
3672,55,寶78036,0,2020/08/01,2021/02/01,
3673,56,能38777,0,2020/08/01,2021/02/01,
3674,57,煌86943,0,2020/08/01,2021/02/01,
3675,58,揚40231,0,2020/08/01,2021/02/01,
3676,59,穗47660,0,2020/08/01,2021/02/01, 
3677,60,鈊18953,0,2020/08/01,2021/02/01, 
3678,61,甄05632,0,2020/09/02,2021/03/02, 
3679,62,賓11339,0,2020/10/28,2021/04/28, 
3680,63,宇34087,0,2021/12/11,2022/06/11,
3681,64,貿51262,0,2022/08/16,2023/02/16,
3682,65,峰06741,0,2022/08/15,2023/02/15,
3683,66,智65975,0,2022/11/26,2023/05/26, 
3684,67,珊20911,0,2023/02/26,2023/08/26,
3685,1,儒49238,"1,000",2023/03/24,2023/09/24,
3686,2,君33056,0,2023/05/13,2023/11/13,
3687,3,薏46697,0,2019/05/01,2019/11/01, 
3688,4,男02968,0,2019/06/10,2019/12/10, 
3689,5,文71585,0,2019/06/14,2019/12/14, 
3690,6,錦16765,0,2019/07/23,2020/01/23, 
3691,7,呂17617,0,2019/09/14,2020/03/14, 
3692,8,婷51127,0,2019/10/11,2020/04/11, 
3693,9,真30556,0,2020/07/22,2021/01/22, 
3694,10,青24959,0,2020/08/01,2021/02/01,
3695,11,達11899,0,2020/08/01,2021/02/01,
3696,12,欽49003,0,2020/08/01,2021/02/01, 
3697,13,緯34316,0,2020/08/01,2021/02/01,
3698,14,玉73273,0,2020/08/01,2021/02/01,
3699,15,華34950,0,2020/08/01,2021/02/01,
3700,16,銘28652,0,2020/08/01,2021/02/01,
3701,17,婷56060,0,2020/08/01,2021/02/01,
3702,18,嫥73503,0,2020/08/01,2021/02/01,
3703,19,杰99452,0,2020/08/01,2021/02/01,
3704,20,年95733,0,2020/08/01,2021/02/01,
3705,21,廷43617,0,2020/08/01,2021/02/01,
3706,22,充37912,0,2020/08/01,2021/02/01,
3707,23,璇52475,0,2020/08/01,2021/02/01,
3708,24,宏46555,0,2020/08/01,2021/02/01,
3709,25,皓24821,0,2020/08/01,2021/02/01,
3710,26,慧97419,0,2020/08/01,2021/02/01,
3711,27,衡39683,0,2020/08/01,2021/02/01,
3712,28,勳09125,0,2020/08/01,2021/02/01,
3713,29,宏79020,0,2020/08/01,2021/02/01,
3714,30,佑46879,0,2020/08/01,2021/02/01,
3715,31,毅95355,0,2020/08/01,2021/02/01,
3716,32,如66533,0,2020/08/01,2021/02/01,
3717,33,甫66368,0,2020/08/01,2021/02/01,
3718,34,元34802,0,2020/08/01,2021/02/01,
3719,35,琳00825,0,2020/08/01,2021/02/01,
